"id","basket_value","date","day","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30","Item_31","Item_32"
5653,2.2,"6/2/2023","Friday","frankfurter","curd","rolls/buns","brown bread","mustard","candy","","","","","","","","","","","","","","","","","","","","","","","","","",""
23,1.2,"7/25/2023","Tuesday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1133,5.1,"6/20/2023","Tuesday","ice cream","misc. beverages","canned beer","napkins","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6981,4.6,"6/18/2023","Sunday","yogurt","bottled water","soda","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4205,10.4,"5/20/2023","Saturday","tropical fruit","other vegetables","whole milk","sliced cheese","frozen dessert","brown bread","pastry","semi-finished bread","canned fish","cat food","soda","napkins","newspapers","shopping bags","","","","","","","","","","","","","","","","","",""
4653,5.3,"5/18/2023","Thursday","rolls/buns","bottled water","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4327,7.5,"5/21/2023","Sunday","pork","whole milk","butter","curd cheese","frozen vegetables","rolls/buns","brown bread","pastry","","","","","","","","","","","","","","","","","","","","","","","",""
8552,5.1,"5/23/2023","Tuesday","frozen meals","ice cream","brown bread","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5706,4.1,"5/22/2023","Monday","pastry","canned beer","male cosmetics","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6983,2.2,"6/5/2023","Monday","rolls/buns","bottled beer","hygiene articles","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3564,6.4,"7/10/2023","Monday","sausage","yogurt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5066,1.2,"7/28/2023","Friday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1103,10.6,"5/17/2023","Wednesday","frankfurter","root vegetables","other vegetables","domestic eggs","rolls/buns","pastry","soups","Instant food products","bottled water","","","","","","","","","","","","","","","","","","","","","","",""
3187,2.2,"5/30/2023","Tuesday","frankfurter","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1114,1.5,"6/9/2023","Friday","yogurt","sliced cheese","frozen vegetables","frozen meals","pickled vegetables","coffee","instant coffee","","","","","","","","","","","","","","","","","","","","","","","","",""
1094,5.1,"6/13/2023","Tuesday","ice cream","coffee","waffles","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7481,6.6,"7/8/2023","Saturday","sausage","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4395,9.8,"7/27/2023","Thursday","onions","other vegetables","whole milk","butter","butter milk","whipped/sour cream","ice cream","rolls/buns","bottled beer","long life bakery product","dental care","napkins","newspapers","","","","","","","","","","","","","","","","","","",""
7594,7.1,"7/22/2023","Saturday","sausage","rolls/buns","red/blush wine","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3680,4.9,"6/14/2023","Wednesday","sausage","sliced cheese","pickled vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5655,1.4,"7/22/2023","Saturday","bottled water","canned beer","white wine","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2769,3.9,"6/28/2023","Wednesday","rolls/buns","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7432,2.1,"5/20/2023","Saturday","tropical fruit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4622,5.5,"5/18/2023","Thursday","tropical fruit","whole milk","butter milk","UHT-milk","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4742,1.3,"7/24/2023","Monday","other vegetables","soft cheese","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4172,5.9,"7/13/2023","Thursday","chicken","citrus fruit","berries","root vegetables","yogurt","soda","","","","","","","","","","","","","","","","","","","","","","","","","",""
7478,13,"7/20/2023","Thursday","citrus fruit","butter","yogurt","cream cheese ","rolls/buns","bottled water","soda","newspapers","","","","","","","","","","","","","","","","","","","","","","","",""
679,10.7,"5/17/2023","Wednesday","frankfurter","ham","whole milk","yogurt","rolls/buns","pastry","vinegar","sugar","soda","fruit/vegetable juice","napkins","","","","","","","","","","","","","","","","","","","","",""
3403,8.8,"7/29/2023","Saturday","sausage","hamburger meat","rolls/buns","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5783,14.4,"5/22/2023","Monday","ham","tropical fruit","butter","cream cheese ","domestic eggs","white bread","pastry","tea","fruit/vegetable juice","chocolate","shopping bags","","","","","","","","","","","","","","","","","","","","",""
1217,21,"7/6/2023","Thursday","frankfurter","sausage","liver loaf","ham","chicken","beef","citrus fruit","tropical fruit","root vegetables","other vegetables","whole milk","butter","curd","yogurt","whipped/sour cream","beverages","soft cheese","hard cheese","cream cheese ","mayonnaise","domestic eggs","rolls/buns","roll products ","flour","pasta","margarine","specialty fat","sugar","soups","skin care","hygiene articles","candles"
3206,1.7,"5/25/2023","Thursday","coffee","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3822,3.4,"6/19/2023","Monday","whole milk","soft cheese","rolls/buns","brown bread","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2787,1.6,"5/19/2023","Friday","frankfurter","root vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1196,2.2,"5/31/2023","Wednesday","rolls/buns","coffee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7099,15,"7/20/2023","Thursday","yogurt","cream cheese ","spread cheese","rolls/buns","bottled water","soda","fruit/vegetable juice","bottled beer","chocolate","newspapers","","","","","","","","","","","","","","","","","","","","","",""
7856,3.3,"6/12/2023","Monday","frankfurter","tropical fruit","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2753,7.6,"7/9/2023","Sunday","pip fruit","other vegetables","whole milk","whipped/sour cream","coffee","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7958,2.2,"6/8/2023","Thursday","rolls/buns","canned beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1013,3.9,"6/27/2023","Tuesday","pork","citrus fruit","grapes","root vegetables","whole milk","ready soups","pot plants","","","","","","","","","","","","","","","","","","","","","","","","",""
1628,1.7,"5/25/2023","Thursday","soda","fruit/vegetable juice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7061,3.5,"6/22/2023","Thursday","beef","onions","other vegetables","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2231,1.2,"7/26/2023","Wednesday","pip fruit","onions","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1128,1.7,"5/23/2023","Tuesday","brown bread","oil","sugar","soda","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2462,7.9,"7/8/2023","Saturday","pip fruit","root vegetables","whole milk","whipped/sour cream","processed cheese","white bread","flour","fruit/vegetable juice","napkins","","","","","","","","","","","","","","","","","","","","","","",""
427,4.1,"5/17/2023","Wednesday","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9258,2.2,"5/27/2023","Saturday","rolls/buns","pickled vegetables","specialty bar","dental care","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2004,3.3,"6/22/2023","Thursday","root vegetables","canned vegetables","soda","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1515,1.2,"7/26/2023","Wednesday","frankfurter","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4885,1.2,"7/28/2023","Friday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5309,1.2,"7/28/2023","Friday","whole milk","brown bread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5587,1.6,"5/20/2023","Saturday","beef","root vegetables","frozen vegetables","brown bread","misc. beverages","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4201,5.1,"5/22/2023","Monday","berries","whipped/sour cream","oil","dog food","liquor","dishes","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","",""
6301,7.1,"7/21/2023","Friday","sausage","rolls/buns","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4712,5,"6/12/2023","Monday","meat","pork","tropical fruit","root vegetables","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7776,4.1,"7/1/2023","Saturday","chicken","grapes","whole milk","yogurt","sliced cheese","bottled water","fruit/vegetable juice","","","","","","","","","","","","","","","","","","","","","","","","",""
4847,6.2,"7/21/2023","Friday","sausage","other vegetables","salt","male cosmetics","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3964,3.4,"6/22/2023","Thursday","whole milk","rolls/buns","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7319,7.9,"7/18/2023","Tuesday","meat","other vegetables","yogurt","ice cream","fruit/vegetable juice","salty snack","newspapers","","","","","","","","","","","","","","","","","","","","","","","","",""
2529,1.3,"7/23/2023","Sunday","meat","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1539,2.4,"5/31/2023","Wednesday","frankfurter","ham","citrus fruit","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8574,10,"7/10/2023","Monday","sausage","pork","tropical fruit","other vegetables","butter milk","UHT-milk","soda","","","","","","","","","","","","","","","","","","","","","","","","",""
6841,6.2,"7/19/2023","Wednesday","chicken","hamburger meat","herbs","other vegetables","whole milk","yogurt","domestic eggs","rolls/buns","light bulbs","","","","","","","","","","","","","","","","","","","","","","",""
901,3.9,"6/18/2023","Sunday","rolls/buns","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8935,3.1,"6/20/2023","Tuesday","misc. beverages","fruit/vegetable juice","canned beer","chewing gum","chocolate","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
3271,15.1,"7/18/2023","Tuesday","sausage","meat","chicken","pip fruit","whole milk","dessert","whipped/sour cream","processed cheese","domestic eggs","rolls/buns","white bread","pickled vegetables","soda","fruit/vegetable juice","salty snack","long life bakery product","waffles","pot plants","","","","","","","","","","","","","",""
